The lobster knuckles special of the last were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but these tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , might pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special for the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special request the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special you the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , does pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but these tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
may lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but is tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but is tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the happen were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
may lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
the lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
may lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
may lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special of the day were ok , but well tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The special of the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles special you the day were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
WORST PLACE ON SMITH nuthin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON m. STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH nothin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON j. STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH doin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH havin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON h. STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN york####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN co####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET along BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN york####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH havin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON j. STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH havin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH somethin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON j. STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON m. STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN york####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET in BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET area BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH nuthin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET the BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET along BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE on SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH nuthin IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON h. STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
