Dies war das schlechteste Wienerschnitzel welches ich in den letzten Jahren gegessen habe.####[['Wienerschnitzel', 'food quality', 'negative']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok, jedoch keinesfalls den Erwartungen entsprechend.####[['Wildgulasch', 'food quality', 'neutral']]
