Bar food expensive and .####[['food', 'food_drinks quality', 'negative', 'not very good'], ['food', 'food_drinks prices', 'negative', 'expensive']]
The itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our room seems clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is on excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and 'their' room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition But our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our room was clean and .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our room was and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself Apart from 'is', a similar term could be 'are'. in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our room 'seems' clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition & our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel ourselves is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is within excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself 'exists in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
Those hotel itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our room was and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and theirs room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself  in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our room was and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
It hotel itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is on excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel 'themselves' is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our room was clean But very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition also our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
It hotel itself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself  in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition also our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition also our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is on excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel herself is in excellent condition and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in and our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition and our room was clean & very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
The hotel itself is in excellent condition But our room was clean and very comfortable .####[['hotel', 'hotel general', 'positive', 'excellent condition'], ['room', 'rooms cleanliness', 'positive', 'clean'], ['room', 'rooms comfort', 'positive', 'very comfortable']]
