war das schlechteste Wienerschnitzel welches ich in den letzten Jahren gegessen habe .####[['Wienerschnitzel', 'food quality', 'negative']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch nichtsdestotrotz den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls des Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartung entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch überhaupt den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , aber keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen ähnlich .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unmöglich den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch war ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch seit ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , Allerdings keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch sieht ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls dem Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unmöglich den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist erstaunlich , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch nichtsdestotrotz den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist genügend , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist erstaunlich , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch nichtsdestotrotz den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls die Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Jedes Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Jedes Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist genügend , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Dies Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist Gut , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Vorfreude entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch  ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls dem Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist besser , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
'Die Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Jedes Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen anständig .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls dem Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unterwegs den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , allerdings keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch war ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Hoffnungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen anständig .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen angepasst .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , allerdings keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unterwegs den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unter keinen Umständen den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist genügend , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist Gut , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Aussichten entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist genügend , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch sei(t) ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , Allerdings keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Aussichten entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , Aber keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen Aufgrund .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls dem Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , aber keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen anständig .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unmöglich den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls die Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch nichtsdestotrotz den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , Allerdings keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch  ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartung entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Vorfreude entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unmöglich den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch sieht ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unmöglich den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls die Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls des Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unterwegs den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unmöglich den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Hoffnungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch sei(t) ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls dem Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch sieht ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
'Die Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch war ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , allerdings keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch unterwegs den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls der Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch nichtsdestotrotz den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , Aber keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls dem Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Jedes Wildgulasch ist ok , jedoch keinesfalls den Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
Das Wildgulasch ist ok , jedoch keinesfalls die Erwartungen entsprechend .####[['Wildgulasch', 'food quality', 'neutral']]
